title,author,date,views,likes,link
3 Steps to Build Peace and Create Meaningful Change,Georgette Bennet,December 2022,80141,1347,https://www.youtube.com/watch?v=SixQ6cTzYaI
A Colorful Case for Outside-the-Box Thinking on Identity,Olivia Vinckier,December 2022,41821,1005,https://www.youtube.com/watch?v=T7WcwE0q8UQ
The Wheat Field That Could Change the World,Guntur V. Subbarao,December 2022,23984,542,https://www.youtube.com/watch?v=hVyYilPj5Sc
How Can We Escape Soaring Energy Bills? Stop Using Fossil Fuels,Tessa Khan,December 2022,41522,795,https://www.youtube.com/watch?v=eucTQXM4ymE
What a Living Whale Is Worth -- and Why the Economy Should Protect Nature,Ralph Chami,December 2022,56887,1266,https://www.youtube.com/watch?v=rwigf0C6zxM
Demystifying the Wild World of Crypto,Laura Shin,December 2022,25982,372,https://www.youtube.com/watch?v=pVZzgzYZdCA
Why You Feel Anxious Socializing (and What to Do about It),Fallon Goodman,December 2022,210531,4719,https://www.youtube.com/watch?v=RqAOrr_FPxo
"Great Leadership Is a Network, Not a Hierarchy",Gitte Frederiksen,December 2022,158770,2512,https://www.youtube.com/watch?v=tZ7ySrDVqOs
Why Joy Is a State of Mind,Angélique Kidjo,December 2022,41932,1094,https://www.youtube.com/watch?v=uh3aQ_vCs6U
How Global Virtual Communities Can Help Kids Achieve Their Dreams,Matthew Garcia,December 2022,34280,695,https://www.youtube.com/watch?v=lRx8ocxmmDI
"""Kilamu"" / ""Ama Aje"" / ""Jam Now, Simmer Down"" / ""Dracula""",Blinky Bill,December 2022,22772,376,https://www.youtube.com/watch?v=5mMtAWzcWGE
Meet the Mysterious “Monsters” of the Deep Sea,Alan Jamieson,December 2022,75498,1992,https://www.youtube.com/watch?v=Cz9w0sx-_rs
How to Tackle the Stigma of Living with HIV,Gareth Thomas,December 2022,35681,763,https://www.youtube.com/watch?v=gjWPw3NHbvA
AI-Generated Creatures That Stretch the Boundaries of Imagination,Sofia Crespo,November 2022,44613,1037,https://www.youtube.com/watch?v=80LCWXh4FfM
The Fight for Freedom in Iran and Ukraine,Christiane Amanpour,November 2022,32193,675,https://www.youtube.com/watch?v=hBJo_qRDnw8
The Global Opportunity to Accelerate Africa's Sustainable Future,Vanessa Nakate,November 2022,25414,526,https://www.youtube.com/watch?v=anE2XRcnNk0
The Future of Machines That Move like Animals,Robert Katzschmann,November 2022,63961,1353,https://www.youtube.com/watch?v=xD1ElRT-Sb0
An Indigenous Perspective on Humanity’s Survival on Earth,Jupta Itoewaki,November 2022,43915,1303,https://www.youtube.com/watch?v=w19lJjCASJg
How Vaccines Are Developed – and Why They’re Safe,Body Stuff with Dr. Jen Gunter,November 2022,103330,1916,https://www.youtube.com/watch?v=MTW3U-O1nZo
A Moral Blueprint for Reimagining Capitalism,Manish Bhardwaj,November 2022,39113,896,https://www.youtube.com/watch?v=Cxm1JbeG2tI
The Truth About Faking Orgasms,Karen Gurney,November 2022,59582,1594,https://www.youtube.com/watch?v=H6DnmEFrIos
4 Ways To Design a Disability-Friendly Future,Meghan Hussey,November 2022,51418,1192,https://www.youtube.com/watch?v=ucEZ9KOqOqs
The Danger and Devotion of Fighting for Women in Afghanistan,Tamana Ayazi,November 2022,22580,439,https://www.youtube.com/watch?v=eDPmvxtbC10
How to Find Your Voice for Climate Action,Fehinti Balogun,November 2022,28400,803,https://www.youtube.com/watch?v=uKzmhuqGbw0
5 Things You Should Know About Back Pain,Body Stuff with Dr. Jen Gunter,November 2022,115159,3419,https://www.youtube.com/watch?v=j94q-jjVpaY
How to Outthink Your Competition -- with a Lesson from Sports,Rasmus Ankersen,November 2022,78403,2062,https://www.youtube.com/watch?v=FaLBcSMVVuU
We Need Leaders Who Boldly Champion Inclusion,June Sarpong,November 2022,35227,700,https://www.youtube.com/watch?v=jKjSr12d-GQ
A Virus-Resistant Organism -- and What It Could Mean for the Future,Jason W. Chin,November 2022,43037,1128,https://www.youtube.com/watch?v=aooScY6qr20
Reese Witherspoon on Impostor Syndrome | Excerpt from ReThinking with Adam Grant,Unknown,November 2022,63992,1196,https://www.youtube.com/watch?v=jRJ7S2-9Hkw
The Marvels and Mysteries Revealed by the James Webb Space Telescope | Heidi Hammel and Nadia Drake,Unknown,November 2022,46289,1078,https://www.youtube.com/watch?v=SThQy3S1hnk
The Truth about Yeast in Your Body,Body Stuff with Dr. Jen Gunter,November 2022,91467,1765,https://www.youtube.com/watch?v=lOEJOv-jeLY
What You Can Learn from People Who Disagree With You,Shreya Joshi,November 2022,303536,5805,https://www.youtube.com/watch?v=71aysTMMNw4
5 Lessons on Building an Emissions-Free City,Heidi Sørensen,November 2022,26874,520,https://www.youtube.com/watch?v=4BFL4MCnZg8
Is there a role for carbon credits in a just transition to net zero? | TED Countdown Dilemma Series,Unknown,November 2022,28827,429,https://www.youtube.com/watch?v=pXesBkHNLvw
How to Squeeze All the Juice Out of Retirement,Riley Moynes,November 2022,72760,1568,https://www.youtube.com/watch?v=JH_Pa1hOEVc
How to Transform Your Climate Concern into Action,Jane Fonda,November 2022,30173,615,https://www.youtube.com/watch?v=zihlv2nHEAw
Do You Really Need 8 Hours of Sleep Every Night?,Body Stuff with Dr. Jen Gunter,November 2022,2728194,78984,https://www.youtube.com/watch?v=fQUeDdaVoWo
A Carbon-Free Future Starts With Driving Less,Wayne Ting,November 2022,72066,1314,https://www.youtube.com/watch?v=7INMrxpc7nw
The Secret Ingredients of Great Hospitality,Will Guidara,October 2022,342207,7028,https://www.youtube.com/watch?v=bwcyXcOpWVs
A New Social Contract for Global Climate Justice,Huma Yusuf,October 2022,54357,1131,https://www.youtube.com/watch?v=SxK5qD8sNL4
Climate Action’s Hidden Opportunities for Women,Zineb Sqalli,October 2022,40464,876,https://www.youtube.com/watch?v=P6jll4ALcYk
What You Should Know About Opioids and Painkillers,Body Stuff with Dr. Jen Gunter,October 2022,92831,1930,https://www.youtube.com/watch?v=UhssmfRXYZI
Amazon’s Commitment to Run on 100-Percent Renewable Energy,Chris Roe,October 2022,46767,722,https://www.youtube.com/watch?v=fpkjwHsszlE
You Don’t Actually Know What Your Future Self Wants,Shankar Vedantam,October 2022,1407937,32991,https://www.youtube.com/watch?v=dtfaccGmCCs
"Lasting Conservation, Led by Indigenous Heritage",Adjany Costa,October 2022,35883,721,https://www.youtube.com/watch?v=9E1SLTvngEw
How Gaming Can Be a Force for Good,Noah Raford,October 2022,81367,1981,https://www.youtube.com/watch?v=XdqV66m7Los
What's a Food Allergy -- and What's Not?,Body Stuff with Dr. Jen Gunter,October 2022,136300,2906,https://www.youtube.com/watch?v=8GxhiuN_bY0
The Next Wave of Innovation in Freight,Oren Zaslansky,October 2022,55714,1060,https://www.youtube.com/watch?v=1VA4rIkpSp8
How to Revitalize a Neighborhood -- Without Gentrification,Bree Jones,October 2022,48853,1368,https://www.youtube.com/watch?v=cNyH_RBpt7s
How AI Could Empower Any Business,Andrew Ng,October 2022,904097,20454,https://www.youtube.com/watch?v=reUZRyXxUs4
"Can Exercise Actually ""Boost"" Your Metabolism?",Body Stuff with Dr. Jen Gunter,October 2022,258568,7225,https://www.youtube.com/watch?v=_X834O9MaCM
The Online Community Supporting Queer Africans,Okong'o Kinyanjui,October 2022,17644,398,https://www.youtube.com/watch?v=_pEljpACtJw
The Benefits of Not Being a Jerk to Yourself,Dan Harris,October 2022,472920,14236,https://www.youtube.com/watch?v=NuhIzO57HVk
Work Is Not Your Family,Gloria Chan Packer,October 2022,196277,5096,https://www.youtube.com/watch?v=aXPz0GIERow
"5 Parenting Tips for Raising Resilient, Self-Reliant Kids",Tameka Montgomery,October 2022,218369,3545,https://www.youtube.com/watch?v=g-VIRvqsA9w
How Your Sense of Smell Helps You Savor Flavor,Body Stuff with Dr. Jen Gunter,October 2022,87770,1836,https://www.youtube.com/watch?v=3NFTa9kTVRU
How to Build for Human Life on Mars,Melodie Yashar,October 2022,76011,1965,https://www.youtube.com/watch?v=3CFyHtObLXk
Is There a Link Between Cancer and Heart Disease?,Nicholas Leeper,October 2022,62958,1298,https://www.youtube.com/watch?v=EQQqGlFL_is
You Don't Have to Leave Your Neighborhood to Live in a Better One,Majora Carter,September 2022,62689,1296,https://www.youtube.com/watch?v=igwefSU5aDs
How to Lead in the New Era of Employee Activism,Megan Reitz,September 2022,42138,822,https://www.youtube.com/watch?v=HFKmpyf9ucQ
"The Affordable, 3D-Printed Bionics of the Future",Enzo Romero,September 2022,43069,1232,https://www.youtube.com/watch?v=Zhtl4Ava1fQ
Your Invitation to Disrupt Philanthropy,Sara Lomelin,September 2022,40116,854,https://www.youtube.com/watch?v=ddJvVf1eqwM
"A Giant Jurassic Sea Dragon, Unearthed",Dean R. Lomax,September 2022,51623,1341,https://www.youtube.com/watch?v=O0CsyfiQr34
How Dance Can Unleash Your Inner Joy,Ryan Heffington,September 2022,58957,1722,https://www.youtube.com/watch?v=ZHhmi2bS0hU
Dr. Anthony Fauci: Is the pandemic actually over? It's complicated | TED,Unknown,September 2022,64171,1259,https://www.youtube.com/watch?v=iLc27nj8KrU
The Shift We Need to Stop Mass Surveillance,Albert Fox Cahn,September 2022,42748,1149,https://www.youtube.com/watch?v=hVclObff6fc
The Bias behind Your Undiagnosed Chronic Pain,Sheetal DeCaria,September 2022,52309,1486,https://www.youtube.com/watch?v=H-vvS1zonI0
Nuclear Power Is Our Best Hope to Ditch Fossil Fuels,Isabelle Boemeke,September 2022,147502,5482,https://www.youtube.com/watch?v=ESAaz9v4mSU
The Trick to Regaining Your Childlike Wonder,Zach King,September 2022,186971,7880,https://www.youtube.com/watch?v=CrGpipgcfi4
Why the Price of Insulin is a Danger to Diabetics,Brooke Bennett,September 2022,114782,1063,https://www.youtube.com/watch?v=oQ1FDFMdYjM
How Green Hydrogen Could End The Fossil Fuel Era,Vaitea Cowan,September 2022,232416,5654,https://www.youtube.com/watch?v=9OLxBvLvCoM
Everyone can participate in building the metaverse,Sutu,September 2022,50727,1133,https://www.youtube.com/watch?v=441nwncPN28
How to Transform the Chemical Industry -- One Reaction at a Time,Miguel A. Modestino,September 2022,43926,844,https://www.youtube.com/watch?v=YddEiDSuOrY
"The Colorful, Shapeshifting Wonder of the Amazon's Praying Mantises",Leo Lanna and Lvcas Fiat,September 2022,45328,1103,https://www.youtube.com/watch?v=OlgcaYAO5VM
What if You Could Sing in Your Favorite Musician's Voice?,Holly Herndon,September 2022,113811,3033,https://www.youtube.com/watch?v=5cbCYwgQkTE
How to Build an Equitable and Just Climate Future,Peggy Shepard,September 2022,39688,788,https://www.youtube.com/watch?v=j-rw3x8VZxA
The Most Powerful Yet Overlooked Resource in Schools,Heejae Lim,September 2022,70415,1763,https://www.youtube.com/watch?v=abF_EfprTIE
What Capitalism Gets Right – and Governments Get Wrong,Katherine Mangu-Ward,September 2022,84557,2175,https://www.youtube.com/watch?v=9XGm_uHit5g
My 105 Days in Taliban Prison -- and a Call to Aid Afghanistan,Safi Rauf,September 2022,61515,1122,https://www.youtube.com/watch?v=uEATpbQ9md4
Is Humanity Smart Enough to Survive Itself?,Jeanette Winterson,September 2022,71906,2134,https://www.youtube.com/watch?v=KYK6Tfb0snQ
The US Can Move past Immigration Prisons – and towards Justice | César Cuauhtémoc García Hernández,Unknown,August 2022,28600,563,https://www.youtube.com/watch?v=mYS2CcIdW1M
How to Stop the Metaverse from Becoming the Internet's Bad Sequel,Micaela Mantegna,August 2022,68013,1381,https://www.youtube.com/watch?v=OYv1dIle47U
How We're Reverse Engineering the Human Brain in the Lab,Sergiu P. Pasca,August 2022,136260,5501,https://www.youtube.com/watch?v=ABmRCdnVq3E
"""Once There Was III"" -- A Mesmerizing Blend of Dance, Animation and Tech",Nina McNeely,August 2022,38458,899,https://www.youtube.com/watch?v=KuXvFAZZlZg
The Problem with Plastics,Patricia Villarrubia-Gómez,August 2022,70477,1709,https://www.youtube.com/watch?v=3RxBIu-cd_Y
How Schools Can Nurture Every Student's Genius,Trish Millines Dziko,August 2022,72944,1825,https://www.youtube.com/watch?v=SUDMIA23_5s
Intelligent Floating Machines Inspired by Nature,Anicka Yi,August 2022,58137,1768,https://www.youtube.com/watch?v=HtGGg7J5z-A
How to Write Less but Say More,Jim VandeHei,August 2022,124864,3558,https://www.youtube.com/watch?v=v6BmurUpiN0
The Blind Spots of the Green Energy Transition,Olivia Lazard,August 2022,271547,7058,https://www.youtube.com/watch?v=za6dE5JrNB0
"""The Woman in the Arena""",Gina Chavez,August 2022,24543,430,https://www.youtube.com/watch?v=oST05EBK3aI
The Humans at the Center of the US Immigration Debate,Ali Noorani,August 2022,32072,616,https://www.youtube.com/watch?v=jjyghcrVoRo
A Photographic Journey through the Taliban's Takeover of Afghanistan,Kiana Hayeri,August 2022,41861,1137,https://www.youtube.com/watch?v=PYXpQv2ITBg
The Hidden Wonders of Soil,Jane Zelikova,August 2022,67624,1788,https://www.youtube.com/watch?v=19zJCO1VBj4
"The Profound Power of Gratitude and ""Living Eulogies""",Andrea Driessen,August 2022,61056,1779,https://www.youtube.com/watch?v=CaqaMwfYk_4
Chanda Prescod-Weinstein Connects History to the Stars | The TED Interview,Unknown,August 2022,31839,486,https://www.youtube.com/watch?v=7x21HAC2gnA
Yuval Noah Harari Reveals the Real Dangers Ahead | The TED Interview,Unknown,August 2022,430488,8045,https://www.youtube.com/watch?v=w7DohVZS5Yo
Anxious? Blame the Winds!,Far Flung with Saleem Reshamwala,August 2022,51226,658,https://www.youtube.com/watch?v=V3olkIREPU4
The Secret Somali Mixtapes,Far Flung with Saleem Reshamwala,August 2022,38330,663,https://www.youtube.com/watch?v=lLBcszlV1xc
Where on Earth Will People Live in the Future?,Parag Khanna,July 2022,75659,1696,https://www.youtube.com/watch?v=MSevAi_YarQ
Could a DAO Build the Next Great City?,Scott Fitsimones,July 2022,82410,2052,https://www.youtube.com/watch?v=zTStDvUtQWc
The Future of Fashion – Made from Mushrooms,Dan Widmaier,July 2022,108099,4261,https://www.youtube.com/watch?v=OcdumFcGdfU
A New Understanding of Human History and the Roots of Inequality,David Wengrow,July 2022,395606,9592,https://www.youtube.com/watch?v=8SJi0sHrEI4
The Eco-Creators Helping the Climate Through Social Media,Zahra Biabani,July 2022,55868,1223,https://www.youtube.com/watch?v=FdbJHeqQh00
How Hip-Hop Can Make Climate Action Cool,"Samir Ibrahim, MyVerse and Kristen Warren",July 2022,33392,752,https://www.youtube.com/watch?v=atQtlbO6D2Y
Why Having Fun Is the Secret to a Healthier Life,Catherine Price,July 2022,2356522,46405,https://www.youtube.com/watch?v=iMBJrvEwv8s
The Mission to Safeguard Black History in the US,Julieanna L. Richardson,July 2022,30792,795,https://www.youtube.com/watch?v=I-sKZBcLKP4
Stories of Photographing Monumental People (from Michelle Obama to Stephen Hawking),Platon,July 2022,42817,1358,https://www.youtube.com/watch?v=rE_SxmltgmA
A 3-Part Plan to Take On Extreme Heat Waves,Eleni Myrivili,July 2022,65278,1522,https://www.youtube.com/watch?v=WaKrPDso808
Africa's Great Carbon Valley -- and How to End Energy Poverty,James Irungu Mwangi,July 2022,54259,1289,https://www.youtube.com/watch?v=CzGu9bP07i0
What Happens to People's Donated Eggs and Sperm After They Die?,Ellen Trachman,July 2022,64733,1635,https://www.youtube.com/watch?v=aFR3-ERg9u8
How We Could Solve the Dark Matter Mystery,Chanda Prescod-Weinstein,July 2022,82975,2147,https://www.youtube.com/watch?v=h6pHoIT-CkM
5 Ethical Principles for Digitizing Humanitarian Aid,Aarathi Krishnan,July 2022,35059,813,https://www.youtube.com/watch?v=Ix8Cz-veat4
A Sci-Fi Story of Earth's Renewal,Vandana Singh,July 2022,39529,846,https://www.youtube.com/watch?v=WlItCBR45nY
The Brain Science (and Benefits) of ASMR,Craig Richard,July 2022,117867,3189,https://www.youtube.com/watch?v=Yukt7O1wDXc
How Ethics Can Help You Make Better Decisions,Michael Schur,July 2022,286972,6100,https://www.youtube.com/watch?v=BAswj8evFZk
The Case for Radically Human Buildings,Thomas Heatherwick,July 2022,281438,9241,https://www.youtube.com/watch?v=bhb0P5GGpys
How to Alter the Perception of Mental Health Care in Russia,Olga Kitaina,July 2022,53269,1435,https://www.youtube.com/watch?v=2ExxafHHdhM
An Interdimensional Performance of Imagination,Particle Ink,July 2022,43841,1187,https://www.youtube.com/watch?v=GPz2hDvjkX4
How Data-Driven Journalism Illuminates Patterns of Injustice,Alison Killing,July 2022,60569,1523,https://www.youtube.com/watch?v=EBQO5GegfPA
The Secret to Mastering Life's Biggest Transitions,Bruce Feiler,June 2022,179621,4392,https://www.youtube.com/watch?v=ICxYOe54Zx4
The Mindset Shift Needed to Tackle Big Global Challenges,Bernhard Kowatsch,June 2022,51449,1249,https://www.youtube.com/watch?v=MgM8MGEikDY
What Wikipedia Teaches Us About Balancing Truth and Beliefs,Katherine Maher,June 2022,132320,2662,https://www.youtube.com/watch?v=r2gsj0EEE3I
JR: Can Art Change the World? | TED,Unknown,June 2022,89565,3607,https://www.youtube.com/watch?v=2fY-iSzbls8
SpaceX's Supersized Starship Rocket and the Future of Galactic Exploration,Jennifer Heldmann,June 2022,428736,13144,https://www.youtube.com/watch?v=Li7PsYiwxVc
Why Bittersweet Emotions Underscore Life's Beauty,Susan Cain,June 2022,47504,1139,https://www.youtube.com/watch?v=ZTg54BbjJfA
The Relationship Between Sex and Imagination,Gina Gutierrez,June 2022,168666,2993,https://www.youtube.com/watch?v=Z9zNFDR-OTU
How to Find Joy in Climate Action,Ayana Elizabeth Johnson,June 2022,75399,1635,https://www.youtube.com/watch?v=VsOJR40M0as
How Great Leaders Innovate Responsibly,Ken Chenault,June 2022,65596,1265,https://www.youtube.com/watch?v=H_rsxmtfKr0
A Second Chance for Fathers to Connect with Their Kids,"Charles C. Daniels, Jr.",June 2022,53180,1533,https://www.youtube.com/watch?v=CL_HC2PJnho
Yuval Noah Harari: The Actual Cost of Preventing Climate Breakdown | TED,Unknown,June 2022,210832,8186,https://www.youtube.com/watch?v=SiCvGQnweAg
How Labor Unions Shape Society,Margaret Levi,June 2022,51696,1201,https://www.youtube.com/watch?v=tz-DaaAKriE
How Black Girls Can Reclaim Their Voice in Music,Kyra Gaunt,June 2022,26843,661,https://www.youtube.com/watch?v=4w0eAxciEVY
3 Ways to Make Flying More Climate-Friendly,Ryah Whalen,June 2022,58729,1359,https://www.youtube.com/watch?v=JY-_GRi56KQ
"How a ""Hi Level"" Mindset Helps You Realize Your Potential",Cordae,June 2022,2670451,110195,https://www.youtube.com/watch?v=x9Ezzxy0frA
Humanity's Search for Cosmic Truth and Poetic Beauty,Maria Popova,June 2022,67004,1532,https://www.youtube.com/watch?v=oVTuJzDmyd4
"Esports, Virtual Formula 1 and the New Era of Play",James Hodge,June 2022,45933,1244,https://www.youtube.com/watch?v=DVO0KOHA614
The Real Reason You Feel So Busy (and What To Do About It),Dorie Clark,June 2022,169762,4016,https://www.youtube.com/watch?v=dr1-fPkTxZM
Why Africa Needs Community-Led Conservation,Resson Kantai Duff,June 2022,38805,1080,https://www.youtube.com/watch?v=sJa2wPfid-U
Bryce Dallas Howard: How to Preserve Your Private Life in the Age of Social Media | TED,Unknown,June 2022,170325,5416,https://www.youtube.com/watch?v=G-lWWxJPfFo
The Awesome Potential of Many Metaverses,Agnes Larsson,June 2022,105327,3863,https://www.youtube.com/watch?v=IBsSUVIwupQ
A Brain Implant That Turns Your Thoughts Into Text,Tom Oxley,June 2022,195426,5859,https://www.youtube.com/watch?v=7Fiaew7nDmE
The Crime-Fighting Power of Cross-Border Investigative Journalism,Bektour Iskender,June 2022,28653,811,https://www.youtube.com/watch?v=inf4-ZpqPMU
How to Stop Banks from Investing in Fossil Fuels,Lucie Pinson,May 2022,41109,1087,https://www.youtube.com/watch?v=ktsuKyzihjU
My Long Walk Across India for Women's Freedom,Srishti Bakshi,May 2022,46414,1493,https://www.youtube.com/watch?v=tJtCcm7PUvA
The Future of the Food Ecosystem -- and the Power of Your Plate | Ndidi Okonkwo Nwuneli,Unknown,May 2022,59361,1597,https://www.youtube.com/watch?v=yUCF2D0NQ70
The Restorative Power of Medical Tattoos,Becky Barker,May 2022,46495,1368,https://www.youtube.com/watch?v=dcsrHfPDP2M
The Case for a 4-Day Work Week,Juliet Schor,May 2022,207826,5495,https://www.youtube.com/watch?v=MyVfUaXyyqo
A flavorful field guide to foraging,Alexis Nikole Nelson,May 2022,62600,4348,https://www.youtube.com/watch?v=2yXSQ1BmZFM
The Funding Gap in Start-up Investing,Temie Giwa-Tubosun,May 2022,30391,646,https://www.youtube.com/watch?v=gKZBvEekxvo
How Is Your City Tackling the Climate Crisis?,Marvin Rees,May 2022,36637,787,https://www.youtube.com/watch?v=O8duvJfrjss
Al Gore: This Is the Moment to Take On the Climate Crisis | TED,Unknown,May 2022,116702,3552,https://www.youtube.com/watch?v=XjK61Kkx1zI
Why People and AI Make Good Business Partners,Shervin Khodabandeh,May 2022,51667,1206,https://www.youtube.com/watch?v=1yQYySYN2io
"The Rhythm and Rhyme of Memory, Solitude and Community",Rosanne Cash,May 2022,39901,1020,https://www.youtube.com/watch?v=4fHVTEVJjjc
How to Discover Your Authentic Self -- at Any Age,Bevy Smith,May 2022,2050341,72955,https://www.youtube.com/watch?v=7vqnazqmceQ
The Likability Dilemma for Women Leaders,Robin Hauser,May 2022,106024,2802,https://www.youtube.com/watch?v=T2I4tus05hI
How mRNA Medicine Will Change the World,Melissa J. Moore,May 2022,342765,7964,https://www.youtube.com/watch?v=h5D3mv8ewCY
"A Creator-Led Internet, Built on Blockchain",Adam Mosserri,May 2022,65421,1765,https://www.youtube.com/watch?v=rWTwcySGvrE
5 Promising Factors Propelling Climate Action,Gabriel Kra,May 2022,61386,1268,https://www.youtube.com/watch?v=NYJUgzZYaoo
The 100 Tampons NASA (Almost) Sent To Space -- and Other Absurd Songs,Marcia Belsky,May 2022,67562,1439,https://www.youtube.com/watch?v=G7VxEqJp3NQ
We Could Kick-Start Life on Other Planets. Should We?,Betül Kaçar,May 2022,69116,1731,https://www.youtube.com/watch?v=fCllxq6NZbk
A New Economic Model For Protecting Tropical Forests,Nat Keohane,May 2022,40702,1048,https://www.youtube.com/watch?v=UQbkSDbm4sw
"NFTs, the Metaverse and the Future of Digital Art",Elizabeth Strickler,May 2022,102991,2401,https://www.youtube.com/watch?v=oupHYHv_me0
Live Drawings of the Human Experience,Jarrett J. Krosoczka,May 2022,38181,1044,https://www.youtube.com/watch?v=A2ti4_lNPL8
The Most Powerful Untapped Resource in Health Care,Edith Elliott and Shahed Alam,May 2022,52124,1134,https://www.youtube.com/watch?v=36D2r45jABA
A Bold Plan to Transform Access to the US Social Safety Net,Amanda Renteria,May 2022,35088,,https://www.youtube.com/watch?v=_8g8BnICrco
"A Transparent, Easy Way for Smallholder Farmers to Save",Anushka Ratnayake,May 2022,43996,647,https://www.youtube.com/watch?v=qSr39QPhBc4
An Election Redesign to Restore Trust in US Democracy,Tiana Epps-Johnson,May 2022,38715,897,https://www.youtube.com/watch?v=3itrpciAF4I
Mental Health Care That Disrupts Cycles of Violence,Celina de Sola,May 2022,48717,,https://www.youtube.com/watch?v=lGkh7-xOb3I
Why Indigenous Forest Guardianship is Crucial to Climate Action,Nonette Royo,May 2022,35259,967,https://www.youtube.com/watch?v=YKK7KNiAD2k
How Ancient Arctic Carbon Threatens Everyone on the Planet,Sue Natali,May 2022,118188,,https://www.youtube.com/watch?v=r9lDDetKMi4
A Safe Pathway to Resettlement for Migrants and Refugees,Becca Heller,May 2022,33408,681,https://www.youtube.com/watch?v=HBbBs1ohZtI
How Webtoons Are Changing Movies and TV,Hyeonmi Kim,April 2022,85860,,https://www.youtube.com/watch?v=NBMTc71yrpk
Why All Melodies Should Be Free for Musicians to Use,Damien Riehl,April 2022,51179,,https://www.youtube.com/watch?v=rjpTBHjeZ_0
Powerful Photos That Honor the Lives of Overlooked Women,Smita Sharma,April 2022,32850,,https://www.youtube.com/watch?v=jZSsvUFlCag
"Goats, Blockchain and the Future of Money",Fariel Salahuddin,April 2022,84146,,https://www.youtube.com/watch?v=oRUXsDwgEWA
How the James Webb Space Telescope Will Unfold the Universe,John C. Mather,April 2022,408425,11368,https://www.youtube.com/watch?v=0BSaphO1v-U
We Can Make COVID-19 the Last Pandemic,Bill Gates,April 2022,774919,,https://www.youtube.com/watch?v=B5smctuV7-Q
The Future Will Be Shaped by Optimists,Kevin Kelly,April 2022,165565,4736,https://www.youtube.com/watch?v=FrqBWQ-mVEc
An Olympic Champion's Mindset for Overcoming Fear,Allyson Felix,April 2022,126400,,https://www.youtube.com/watch?v=iIne-UO7wUo
The African Swamp Protecting Earth's Environment,Vera Songwe,April 2022,30713,820,https://www.youtube.com/watch?v=5T2VRY0LECc
Elon Musk: A future worth getting excited about,Tesla Texas Gigafactory interview,April 2022,9280794,172808,https://www.youtube.com/watch?v=YRvf00NooN8
Ukraine's Fight to Keep Educating Its Children,Zoya Lytvyn,April 2022,54178,1719,https://www.youtube.com/watch?v=DJWGBoGmxJE
Why Entrepreneurship Flourishes in The Countryside,Xiaowei R. Wang,April 2022,41392,,https://www.youtube.com/watch?v=jsFAFsx9otw
Stand with Ukraine in the Fight against Evil,Garry Kasparov,April 2022,204789,9946,https://www.youtube.com/watch?v=wDmEPFO_hd0
The Deep Sea's Medicinal Secrets,Sam Afoullouss,April 2022,43525,,https://www.youtube.com/watch?v=zFJH9zUK2mo
Climate Change Isn't a Distant Threat -- It's Our Reality,Selina Neirok Leem,April 2022,77219,,https://www.youtube.com/watch?v=JEMqetu-JCI
3 Things Men Can Do to Promote Gender Equity,Jimmie Briggs,April 2022,49834,,https://www.youtube.com/watch?v=FG6NHP9nV3g
The Power of Purpose in Business,Ashley M. Grice,April 2022,185019,,https://www.youtube.com/watch?v=j4QlG5jKpio
"Are Ad Agencies, PR Firms and Lobbyists Destroying the Climate?",Solitaire Townsend,April 2022,31303,,https://www.youtube.com/watch?v=dQYfflJ4V5Q
The Hidden Power of Sad Songs and Rainy Days,Susan Cain and Min Kym,April 2022,210521,,https://www.youtube.com/watch?v=0G2U0R0hOCU
What It's Like To Be a War Refugee,Zarlasht Halaimzai,April 2022,44497,,https://www.youtube.com/watch?v=p-JeKjsRiVI
Self-Assembling Robots and the Potential of Artificial Evolution,Emma Hart,April 2022,76469,,https://www.youtube.com/watch?v=1Rr-pZoftho
How to Design Mosquitoes Out of Cities,Cameron Webb,March 2022,45168,,https://www.youtube.com/watch?v=pkMIsc_nhQo
3 Lessons on Hope in Challenging Times,Wajahat Ali,March 2022,57962,,https://www.youtube.com/watch?v=bIw5ZLITSfo
The Critical Role of Black Mothers -- and How to Support All Moms,Anna Malaika Tubbs,March 2022,17879,,https://www.youtube.com/watch?v=ue40_irEXgk
What Does a Voice of the Future Sound Like?,Reeps One,March 2022,355562,,https://www.youtube.com/watch?v=zZEfiiCFEKQ
The Creativity and Community Behind Fanfiction,Cecilia Aragon,March 2022,32496,,https://www.youtube.com/watch?v=uXZVfNJ_EXY
How to Share Public Money Fairly,Maja Bosnic,March 2022,46709,,https://www.youtube.com/watch?v=vO5Rio_skIU
Why US Laws Must Expand Beyond the Nuclear Family,Diana Adams,March 2022,48595,,https://www.youtube.com/watch?v=-dtwId4MO-E
3 Ways Your Company's Data Can Jump-Start Climate Action,Massimo Russo,March 2022,29260,,https://www.youtube.com/watch?v=4vYUfKGtJA8
What Seaweed and Cow Burps Have to Do with Climate Change,Ermias Kebreab,March 2022,33894,,https://www.youtube.com/watch?v=fCpKG1QJC14
My Secret to Creating Real Magic,Christina Tosi,March 2022,83501,,https://www.youtube.com/watch?v=NkYk36wpk-4
The Carbonless Fuel That Could Change How We Ship Goods,Maria Gallucci,March 2022,53590,,https://www.youtube.com/watch?v=dvxmn_6o8g0
